"state","sector","source","year","bill.btu"
"illinois","Commercial","All",1984,670943
"illinois","Commercial","All",1983,644684
"illinois","Commercial","All",1982,639402
"illinois","Commercial","All",1981,641865
"illinois","Commercial","All",1980,633175
"indiana","Commercial","All",2015,375565
"indiana","Commercial","All",2014,390285
"indiana","Commercial","All",2013,384996
"indiana","Commercial","All",2012,360774
"indiana","Commercial","All",2011,376509
"indiana","Commercial","All",2010,383735
"indiana","Commercial","All",2009,383798
"indiana","Commercial","All",2008,400127
"indiana","Commercial","All",2007,377538
"indiana","Commercial","All",2006,361351
"indiana","Commercial","All",2005,373994
"indiana","Commercial","All",2004,368706
"indiana","Commercial","All",2003,369439
"indiana","Commercial","All",2002,348990
"indiana","Commercial","All",2001,392176
"indiana","Commercial","All",2000,350925
"indiana","Commercial","All",1999,331023
"indiana","Commercial","All",1998,323236
"indiana","Commercial","All",1997,321550
"indiana","Commercial","All",1996,324720
"indiana","Commercial","All",1995,314784
"indiana","Commercial","All",1994,303579
"indiana","Commercial","All",1993,302940
"indiana","Commercial","All",1992,286326
"indiana","Commercial","All",1991,286417
"indiana","Commercial","All",1990,279012
"indiana","Commercial","All",1989,285877
"indiana","Commercial","All",1988,271034
"indiana","Commercial","All",1987,237869
"indiana","Commercial","All",1986,235915
"indiana","Commercial","All",1985,239434
"indiana","Commercial","All",1984,248507
"indiana","Commercial","All",1983,240015
"indiana","Commercial","All",1982,225244
"indiana","Commercial","All",1981,210201
"indiana","Commercial","All",1980,224622
"iowa","Commercial","All",2015,201889
"iowa","Commercial","All",2014,213382
"iowa","Commercial","All",2013,215666
"iowa","Commercial","All",2012,199209
"iowa","Commercial","All",2011,207419
"iowa","Commercial","All",2010,205859
"iowa","Commercial","All",2009,207314
"iowa","Commercial","All",2008,208509
"iowa","Commercial","All",2007,199583
"iowa","Commercial","All",2006,193676
"iowa","Commercial","All",2005,184375
"iowa","Commercial","All",2004,183846
"iowa","Commercial","All",2003,193121
"iowa","Commercial","All",2002,188322
"iowa","Commercial","All",2001,181566
"iowa","Commercial","All",2000,172902
"iowa","Commercial","All",1999,171842
"iowa","Commercial","All",1998,159933
"iowa","Commercial","All",1997,162822
"iowa","Commercial","All",1996,158332
"iowa","Commercial","All",1995,152240
"iowa","Commercial","All",1994,146806
"iowa","Commercial","All",1993,149782
"iowa","Commercial","All",1992,137810
"iowa","Commercial","All",1991,144604
"iowa","Commercial","All",1990,134659
"iowa","Commercial","All",1989,128788
"iowa","Commercial","All",1988,128916
"iowa","Commercial","All",1987,116134
"iowa","Commercial","All",1986,118566
"iowa","Commercial","All",1985,125247
"iowa","Commercial","All",1984,134280
"iowa","Commercial","All",1983,143799
"iowa","Commercial","All",1982,141785
"iowa","Commercial","All",1981,135351
"iowa","Commercial","All",1980,124780
"kansas","Commercial","All",2015,212667
"kansas","Commercial","All",2014,214491
"kansas","Commercial","All",2013,210323
"kansas","Commercial","All",2012,208051
"kansas","Commercial","All",2011,216325
"kansas","Commercial","All",2010,215958
"kansas","Commercial","All",2009,211800
"kansas","Commercial","All",2008,216865
"kansas","Commercial","All",2007,213136
"kansas","Commercial","All",2006,201889
"kansas","Commercial","All",2005,201305
"kansas","Commercial","All",2004,204158
"kansas","Commercial","All",2003,203018
"kansas","Commercial","All",2002,203612
"kansas","Commercial","All",2001,197098
"kansas","Commercial","All",2000,200647
"kansas","Commercial","All",1999,187902
"kansas","Commercial","All",1998,192932
"kansas","Commercial","All",1997,190415
"kansas","Commercial","All",1996,198893
"kansas","Commercial","All",1995,183813
"kansas","Commercial","All",1994,180719
"kansas","Commercial","All",1993,181085
"kansas","Commercial","All",1992,174118
"kansas","Commercial","All",1991,182764
"kansas","Commercial","All",1990,174055
"kansas","Commercial","All",1989,165894
"kansas","Commercial","All",1988,163290
"kansas","Commercial","All",1987,153722
"kansas","Commercial","All",1986,151506
"kansas","Commercial","All",1985,154527
"kansas","Commercial","All",1984,154196
"kansas","Commercial","All",1983,145467
"kansas","Commercial","All",1982,142142
"kansas","Commercial","All",1981,137348
"kansas","Commercial","All",1980,142492
"kentucky","Commercial","All",2015,265942
"kentucky","Commercial","All",2014,263981
"kentucky","Commercial","All",2013,284491
"kentucky","Commercial","All",2012,252078
"kentucky","Commercial","All",2011,253086
"kentucky","Commercial","All",2010,263992
"kentucky","Commercial","All",2009,257565
"kentucky","Commercial","All",2008,271127
"kentucky","Commercial","All",2007,274054
"kentucky","Commercial","All",2006,257775
"kentucky","Commercial","All",2005,265003
"kentucky","Commercial","All",2004,258067
"kentucky","Commercial","All",2003,252670
"kentucky","Commercial","All",2002,259183
"kentucky","Commercial","All",2001,243261
"kentucky","Commercial","All",2000,245378
"kentucky","Commercial","All",1999,236399
"kentucky","Commercial","All",1998,220530
"kentucky","Commercial","All",1997,220961
"kentucky","Commercial","All",1996,205549
"kentucky","Commercial","All",1995,201610
"kentucky","Commercial","All",1994,193542
"kentucky","Commercial","All",1993,188343
"kentucky","Commercial","All",1992,182857
"kentucky","Commercial","All",1991,184776
"kentucky","Commercial","All",1990,172696
"kentucky","Commercial","All",1989,181099
"kentucky","Commercial","All",1988,173886
"kentucky","Commercial","All",1987,160539
"kentucky","Commercial","All",1986,160375
"kentucky","Commercial","All",1985,159125
"kentucky","Commercial","All",1984,163352
"kentucky","Commercial","All",1983,163211
"kentucky","Commercial","All",1982,153641
"kentucky","Commercial","All",1981,153801
"kentucky","Commercial","All",1980,164941
"louisiana","Commercial","All",2015,270033
"louisiana","Commercial","All",2014,268212
"louisiana","Commercial","All",2013,269146
"louisiana","Commercial","All",2012,277059
"louisiana","Commercial","All",2011,280555
"louisiana","Commercial","All",2010,281890
"louisiana","Commercial","All",2009,276973
"louisiana","Commercial","All",2008,270160
"louisiana","Commercial","All",2007,285011
"louisiana","Commercial","All",2006,265046
"louisiana","Commercial","All",2005,280915
"louisiana","Commercial","All",2004,275708
"louisiana","Commercial","All",2003,269389
"louisiana","Commercial","All",2002,277337
"louisiana","Commercial","All",2001,267766
"louisiana","Commercial","All",2000,290871
"louisiana","Commercial","All",1999,267480
"louisiana","Commercial","All",1998,265994
"louisiana","Commercial","All",1997,252156
"louisiana","Commercial","All",1996,245417
"louisiana","Commercial","All",1995,239766
"louisiana","Commercial","All",1994,236958
"louisiana","Commercial","All",1993,229445
"louisiana","Commercial","All",1992,226089
"louisiana","Commercial","All",1991,226415
"louisiana","Commercial","All",1990,229212
"louisiana","Commercial","All",1989,223509
"louisiana","Commercial","All",1988,217049
"louisiana","Commercial","All",1987,217855
"louisiana","Commercial","All",1986,234011
"louisiana","Commercial","All",1985,239222
"louisiana","Commercial","All",1984,231307
"louisiana","Commercial","All",1983,220514
"louisiana","Commercial","All",1982,306791
"louisiana","Commercial","All",1981,313704
"louisiana","Commercial","All",1980,282763
"maine","Commercial","All",2015,66007
"maine","Commercial","All",2014,62849
"maine","Commercial","All",2013,58850
"maine","Commercial","All",2012,61372
"maine","Commercial","All",2011,63349
"maine","Commercial","All",2010,63318
"maine","Commercial","All",2009,63928
"maine","Commercial","All",2008,71274
"maine","Commercial","All",2007,70813
"maine","Commercial","All",2006,66457
"maine","Commercial","All",2005,68137
"maine","Commercial","All",2004,70641
"maine","Commercial","All",2003,69939
"maine","Commercial","All",2002,60518
"maine","Commercial","All",2001,59588
"maine","Commercial","All",2000,66294
"maine","Commercial","All",1999,58005
"maine","Commercial","All",1998,59436
"maine","Commercial","All",1997,59190
"maine","Commercial","All",1996,58173
"maine","Commercial","All",1995,51729
"maine","Commercial","All",1994,58512
"maine","Commercial","All",1993,62457
"maine","Commercial","All",1992,60239
"maine","Commercial","All",1991,62689
"maine","Commercial","All",1990,63207
"maine","Commercial","All",1989,62423
"maine","Commercial","All",1988,59755
"maine","Commercial","All",1987,48237
"maine","Commercial","All",1986,51373
"maine","Commercial","All",1985,43249
"maine","Commercial","All",1984,45676
"maine","Commercial","All",1983,38972
"maine","Commercial","All",1982,37102
"maine","Commercial","All",1981,36080
"maine","Commercial","All",1980,38008
"maryland","Commercial","All",2015,429113
"maryland","Commercial","All",2014,425838
"maryland","Commercial","All",2013,426202
"maryland","Commercial","All",2012,419425
"maryland","Commercial","All",2011,428138
"maryland","Commercial","All",2010,431250
"maryland","Commercial","All",2009,422587
"maryland","Commercial","All",2008,427812
"maryland","Commercial","All",2007,431951
"maryland","Commercial","All",2006,417278
"maryland","Commercial","All",2005,292218
"maryland","Commercial","All",2004,286892
"maryland","Commercial","All",2003,283559
"maryland","Commercial","All",2002,332295
"maryland","Commercial","All",2001,385399
"maryland","Commercial","All",2000,383074
"maryland","Commercial","All",1999,368745
"maryland","Commercial","All",1998,362445
"maryland","Commercial","All",1997,342429
"maryland","Commercial","All",1996,343259
"maryland","Commercial","All",1995,345929
"maryland","Commercial","All",1994,230196
"maryland","Commercial","All",1993,205001
"maryland","Commercial","All",1992,197955
"maryland","Commercial","All",1991,189673
"maryland","Commercial","All",1990,175816
"maryland","Commercial","All",1989,174175
"maryland","Commercial","All",1988,175450
"maryland","Commercial","All",1987,176097
"maryland","Commercial","All",1986,158793
"maryland","Commercial","All",1985,152715
"maryland","Commercial","All",1984,160315
"maryland","Commercial","All",1983,171611
"maryland","Commercial","All",1982,160563
"maryland","Commercial","All",1981,155259
"maryland","Commercial","All",1980,164897
"massachusetts","Commercial","All",2015,404274
"massachusetts","Commercial","All",2014,397798
"massachusetts","Commercial","All",2013,303343
"massachusetts","Commercial","All",2012,271729
"massachusetts","Commercial","All",2011,278116
"massachusetts","Commercial","All",2010,288713
"massachusetts","Commercial","All",2009,272433
"massachusetts","Commercial","All",2008,360348
"massachusetts","Commercial","All",2007,367182
"massachusetts","Commercial","All",2006,349982
"massachusetts","Commercial","All",2005,373054
"massachusetts","Commercial","All",2004,380686
"massachusetts","Commercial","All",2003,384537
"massachusetts","Commercial","All",2002,373603
"massachusetts","Commercial","All",2001,368645
"massachusetts","Commercial","All",2000,374722
"massachusetts","Commercial","All",1999,358919
"massachusetts","Commercial","All",1998,377694
"massachusetts","Commercial","All",1997,385436
"massachusetts","Commercial","All",1996,380213
"massachusetts","Commercial","All",1995,372734
"massachusetts","Commercial","All",1994,368902
"massachusetts","Commercial","All",1993,348502
"massachusetts","Commercial","All",1992,357716
"massachusetts","Commercial","All",1991,353141
"massachusetts","Commercial","All",1990,349079
"massachusetts","Commercial","All",1989,351889
"massachusetts","Commercial","All",1988,324639
"massachusetts","Commercial","All",1987,304421
"massachusetts","Commercial","All",1986,298723
"massachusetts","Commercial","All",1985,279508
"massachusetts","Commercial","All",1984,273120
"massachusetts","Commercial","All",1983,255654
"massachusetts","Commercial","All",1982,278873
"massachusetts","Commercial","All",1981,256456
"massachusetts","Commercial","All",1980,280410
"michigan","Commercial","All",2015,597827
"michigan","Commercial","All",2014,624335
"michigan","Commercial","All",2013,600725
"michigan","Commercial","All",2012,581172
"michigan","Commercial","All",2011,610342
"michigan","Commercial","All",2010,593614
"michigan","Commercial","All",2009,601689
"michigan","Commercial","All",2008,633419
"michigan","Commercial","All",2007,642943
"michigan","Commercial","All",2006,623381
"michigan","Commercial","All",2005,652055
"michigan","Commercial","All",2004,642551
"michigan","Commercial","All",2003,612026
"michigan","Commercial","All",2002,622017
"michigan","Commercial","All",2001,605160
"michigan","Commercial","All",2000,632482
"michigan","Commercial","All",1999,612159
"michigan","Commercial","All",1998,590552
"michigan","Commercial","All",1997,597537
"michigan","Commercial","All",1996,599698
"michigan","Commercial","All",1995,572358
"michigan","Commercial","All",1994,543999
"michigan","Commercial","All",1993,542039
"michigan","Commercial","All",1992,458864
"michigan","Commercial","All",1991,453846
"michigan","Commercial","All",1990,460577
"michigan","Commercial","All",1989,460046
"michigan","Commercial","All",1988,430592
"michigan","Commercial","All",1987,430694
"michigan","Commercial","All",1986,383342
"michigan","Commercial","All",1985,394854
"michigan","Commercial","All",1984,396640
"michigan","Commercial","All",1983,387323
"michigan","Commercial","All",1982,392428
"michigan","Commercial","All",1981,395426
"michigan","Commercial","All",1980,420887
"minnesota","Commercial","All",2015,350067
"minnesota","Commercial","All",2014,369011
"minnesota","Commercial","All",2013,358037
"minnesota","Commercial","All",2012,332928
"minnesota","Commercial","All",2011,341406
"minnesota","Commercial","All",2010,340244
"minnesota","Commercial","All",2009,347172
"minnesota","Commercial","All",2008,357417
"minnesota","Commercial","All",2007,349450
"minnesota","Commercial","All",2006,341080
"minnesota","Commercial","All",2005,345035
"minnesota","Commercial","All",2004,340808
"minnesota","Commercial","All",2003,359769
"minnesota","Commercial","All",2002,337022
"minnesota","Commercial","All",2001,321406
"minnesota","Commercial","All",2000,236412
"minnesota","Commercial","All",1999,225707
"minnesota","Commercial","All",1998,215453
"minnesota","Commercial","All",1997,227168
"minnesota","Commercial","All",1996,231133
"minnesota","Commercial","All",1995,218820
"minnesota","Commercial","All",1994,203263
"minnesota","Commercial","All",1993,198524
"minnesota","Commercial","All",1992,193906
"minnesota","Commercial","All",1991,202543
"minnesota","Commercial","All",1990,202225
"minnesota","Commercial","All",1989,197672
"minnesota","Commercial","All",1988,190197
"minnesota","Commercial","All",1987,166907
"minnesota","Commercial","All",1986,174019
"minnesota","Commercial","All",1985,186170
"minnesota","Commercial","All",1984,185442
"minnesota","Commercial","All",1983,172837
"minnesota","Commercial","All",1982,166465
"minnesota","Commercial","All",1981,150719
"minnesota","Commercial","All",1980,144823
"mississippi","Commercial","All",2015,158177
"mississippi","Commercial","All",2014,161978
"mississippi","Commercial","All",2013,160290
"mississippi","Commercial","All",2012,149447
"mississippi","Commercial","All",2011,164045
"mississippi","Commercial","All",2010,164995
"mississippi","Commercial","All",2009,159299
"mississippi","Commercial","All",2008,166351
"mississippi","Commercial","All",2007,174557
"mississippi","Commercial","All",2006,165067
"mississippi","Commercial","All",2005,162247
"mississippi","Commercial","All",2004,170495
"mississippi","Commercial","All",2003,174526
"mississippi","Commercial","All",2002,168711
"mississippi","Commercial","All",2001,156410
"mississippi","Commercial","All",2000,173844
"mississippi","Commercial","All",1999,167376
"mississippi","Commercial","All",1998,161561
"mississippi","Commercial","All",1997,152345
"mississippi","Commercial","All",1996,130276
"mississippi","Commercial","All",1995,123770
"mississippi","Commercial","All",1994,116549
"mississippi","Commercial","All",1993,110606
"mississippi","Commercial","All",1992,111579
"mississippi","Commercial","All",1991,111895
"mississippi","Commercial","All",1990,111515
"mississippi","Commercial","All",1989,106382
"mississippi","Commercial","All",1988,96536
"mississippi","Commercial","All",1987,95278
"mississippi","Commercial","All",1986,93443
"mississippi","Commercial","All",1985,93750
"mississippi","Commercial","All",1984,91221
"mississippi","Commercial","All",1983,95810
"mississippi","Commercial","All",1982,90527
"mississippi","Commercial","All",1981,107779
"mississippi","Commercial","All",1980,105793
"missouri","Commercial","All",2015,415781
"missouri","Commercial","All",2014,428546
"missouri","Commercial","All",2013,411383
"missouri","Commercial","All",2012,397629
"missouri","Commercial","All",2011,413564
"missouri","Commercial","All",2010,420017
"missouri","Commercial","All",2009,411406
"missouri","Commercial","All",2008,426542
"missouri","Commercial","All",2007,416265
"missouri","Commercial","All",2006,400252
"missouri","Commercial","All",2005,405388
"missouri","Commercial","All",2004,394217
"missouri","Commercial","All",2003,387109
"missouri","Commercial","All",2002,389717
"missouri","Commercial","All",2001,392368
"missouri","Commercial","All",2000,388488
"missouri","Commercial","All",1999,372800
"missouri","Commercial","All",1998,363260
"missouri","Commercial","All",1997,362014
"missouri","Commercial","All",1996,360505
"missouri","Commercial","All",1995,340426
"missouri","Commercial","All",1994,327934
"missouri","Commercial","All",1993,329600
"missouri","Commercial","All",1992,302071
"missouri","Commercial","All",1991,307991
"missouri","Commercial","All",1990,294339
"missouri","Commercial","All",1989,292976
"missouri","Commercial","All",1988,285656
"missouri","Commercial","All",1987,270835
"missouri","Commercial","All",1986,258221
"missouri","Commercial","All",1985,249694
"missouri","Commercial","All",1984,251283
"missouri","Commercial","All",1983,239298
"missouri","Commercial","All",1982,234380
"missouri","Commercial","All",1981,225608
"missouri","Commercial","All",1980,245857
"montana","Commercial","All",2015,75004
"montana","Commercial","All",2014,78174
"montana","Commercial","All",2013,76936
"montana","Commercial","All",2012,75089
"montana","Commercial","All",2011,78133
"montana","Commercial","All",2010,74753
"montana","Commercial","All",2009,79668
"montana","Commercial","All",2008,72939
"montana","Commercial","All",2007,70610
"montana","Commercial","All",2006,72108
"montana","Commercial","All",2005,69662
"montana","Commercial","All",2004,67776
"montana","Commercial","All",2003,68702
"montana","Commercial","All",2002,64853
"montana","Commercial","All",2001,62252
"montana","Commercial","All",2000,61788
"montana","Commercial","All",1999,51018
"montana","Commercial","All",1998,55074
"montana","Commercial","All",1997,56507
"montana","Commercial","All",1996,57688
"montana","Commercial","All",1995,54258
"montana","Commercial","All",1994,55839
"montana","Commercial","All",1993,55283
"montana","Commercial","All",1992,51743
"montana","Commercial","All",1991,52828
"montana","Commercial","All",1990,51495
"montana","Commercial","All",1989,51350
"montana","Commercial","All",1988,49722
"montana","Commercial","All",1987,46673
"montana","Commercial","All",1986,65592
"montana","Commercial","All",1985,68825
"montana","Commercial","All",1984,75804
"montana","Commercial","All",1983,51065
"montana","Commercial","All",1982,45569
"montana","Commercial","All",1981,42340
"montana","Commercial","All",1980,42225
"nebraska","Commercial","All",2015,137076
"nebraska","Commercial","All",2014,141536
"nebraska","Commercial","All",2013,140444
"nebraska","Commercial","All",2012,131844
"nebraska","Commercial","All",2011,135788
"nebraska","Commercial","All",2010,141114
"nebraska","Commercial","All",2009,138868
"nebraska","Commercial","All",2008,145815
"nebraska","Commercial","All",2007,140628
"nebraska","Commercial","All",2006,133110
"nebraska","Commercial","All",2005,130536
"nebraska","Commercial","All",2004,129691
"nebraska","Commercial","All",2003,127903
"nebraska","Commercial","All",2002,132918
"nebraska","Commercial","All",2001,130439
"nebraska","Commercial","All",2000,132249
"nebraska","Commercial","All",1999,120468
"nebraska","Commercial","All",1998,123143
"nebraska","Commercial","All",1997,128643
"nebraska","Commercial","All",1996,129569
"nebraska","Commercial","All",1995,126755
"nebraska","Commercial","All",1994,123463
"nebraska","Commercial","All",1993,111829
"nebraska","Commercial","All",1992,110466
"nebraska","Commercial","All",1991,118724
"nebraska","Commercial","All",1990,112648
"nebraska","Commercial","All",1989,112772
"nebraska","Commercial","All",1988,111525
"nebraska","Commercial","All",1987,101974
"nebraska","Commercial","All",1986,102897
"nebraska","Commercial","All",1985,108441
"nebraska","Commercial","All",1984,111971
"nebraska","Commercial","All",1983,100814
"nebraska","Commercial","All",1982,99919
"nebraska","Commercial","All",1981,94526
"nebraska","Commercial","All",1980,92687
"nevada","Commercial","All",2015,124360
"nevada","Commercial","All",2014,120698
"nevada","Commercial","All",2013,121720
"nevada","Commercial","All",2012,118099
"nevada","Commercial","All",2011,119844
"nevada","Commercial","All",2010,117552
"nevada","Commercial","All",2009,115449
"nevada","Commercial","All",2008,122558
"nevada","Commercial","All",2007,124358
"nevada","Commercial","All",2006,125009
"nevada","Commercial","All",2005,118545
"nevada","Commercial","All",2004,116045
"nevada","Commercial","All",2003,113343
"nevada","Commercial","All",2002,110873
"nevada","Commercial","All",2001,106538
"nevada","Commercial","All",2000,107399
"nevada","Commercial","All",1999,104845
"nevada","Commercial","All",1998,99918
"nevada","Commercial","All",1997,98216
"nevada","Commercial","All",1996,98926
"nevada","Commercial","All",1995,89509
"nevada","Commercial","All",1994,89520
"nevada","Commercial","All",1993,82383
"nevada","Commercial","All",1992,76105
"nevada","Commercial","All",1991,74991
"nevada","Commercial","All",1990,71883
"nevada","Commercial","All",1989,68531
"nevada","Commercial","All",1988,62972
"nevada","Commercial","All",1987,59662
"nevada","Commercial","All",1986,54734
"nevada","Commercial","All",1985,54730
"nevada","Commercial","All",1984,53262
"nevada","Commercial","All",1983,38554
"nevada","Commercial","All",1982,32658
"nevada","Commercial","All",1981,35470
"nevada","Commercial","All",1980,34487
"new hampshire","Commercial","All",2015,70904
"new hampshire","Commercial","All",2014,70661
"new hampshire","Commercial","All",2013,70595
"new hampshire","Commercial","All",2012,66253
"new hampshire","Commercial","All",2011,66347
"new hampshire","Commercial","All",2010,66156
"new hampshire","Commercial","All",2009,67673
"new hampshire","Commercial","All",2008,68328
"new hampshire","Commercial","All",2007,69759
"new hampshire","Commercial","All",2006,68273
"new hampshire","Commercial","All",2005,75738
"new hampshire","Commercial","All",2004,73510
"new hampshire","Commercial","All",2003,72256
"new hampshire","Commercial","All",2002,68872
"new hampshire","Commercial","All",2001,66053
"new hampshire","Commercial","All",2000,65674
"new hampshire","Commercial","All",1999,58716
"new hampshire","Commercial","All",1998,55731
"new hampshire","Commercial","All",1997,57532
"new hampshire","Commercial","All",1996,57335
"new hampshire","Commercial","All",1995,55098
"new hampshire","Commercial","All",1994,56775
"new hampshire","Commercial","All",1993,42978
"new hampshire","Commercial","All",1992,42229
"new hampshire","Commercial","All",1991,43347
"new hampshire","Commercial","All",1990,45165
"new hampshire","Commercial","All",1989,43511
"new hampshire","Commercial","All",1988,41330
"new hampshire","Commercial","All",1987,41266
"new hampshire","Commercial","All",1986,35156
"new hampshire","Commercial","All",1985,29047
"new hampshire","Commercial","All",1984,27764
"new hampshire","Commercial","All",1983,25822
"new hampshire","Commercial","All",1982,27272
"new hampshire","Commercial","All",1981,25272
"new hampshire","Commercial","All",1980,26849
"new jersey","Commercial","All",2015,597421
"new jersey","Commercial","All",2014,631327
"new jersey","Commercial","All",2013,609676
"new jersey","Commercial","All",2012,606660
"new jersey","Commercial","All",2011,635347
"new jersey","Commercial","All",2010,632770
"new jersey","Commercial","All",2009,633550
"new jersey","Commercial","All",2008,639889
"new jersey","Commercial","All",2007,652519
"new jersey","Commercial","All",2006,617476
"new jersey","Commercial","All",2005,650858
"new jersey","Commercial","All",2004,632890
"new jersey","Commercial","All",2003,604828
"new jersey","Commercial","All",2002,576079
"new jersey","Commercial","All",2001,552049
"new jersey","Commercial","All",2000,575784
"new jersey","Commercial","All",1999,579912
"new jersey","Commercial","All",1998,535949
"new jersey","Commercial","All",1997,550542
"new jersey","Commercial","All",1996,541417
"new jersey","Commercial","All",1995,523098
"new jersey","Commercial","All",1994,525770
"new jersey","Commercial","All",1993,508334
"new jersey","Commercial","All",1992,503814
"new jersey","Commercial","All",1991,503692
"new jersey","Commercial","All",1990,496626
"new jersey","Commercial","All",1989,492492
"new jersey","Commercial","All",1988,457459
"new jersey","Commercial","All",1987,426564
"new jersey","Commercial","All",1986,412195
"new jersey","Commercial","All",1985,380850
"new jersey","Commercial","All",1984,382334
"new jersey","Commercial","All",1983,359470
"new jersey","Commercial","All",1982,358321
"new jersey","Commercial","All",1981,362343
"new jersey","Commercial","All",1980,383294
"new mexico","Commercial","All",2015,124882
"new mexico","Commercial","All",2014,125809
"new mexico","Commercial","All",2013,126241
"new mexico","Commercial","All",2012,125821
"new mexico","Commercial","All",2011,126790
"new mexico","Commercial","All",2010,123548
"new mexico","Commercial","All",2009,120496
"new mexico","Commercial","All",2008,126770
"new mexico","Commercial","All",2007,127617
"new mexico","Commercial","All",2006,122532
"new mexico","Commercial","All",2005,123856
"new mexico","Commercial","All",2004,123000
"new mexico","Commercial","All",2003,121452
"new mexico","Commercial","All",2002,127833
"new mexico","Commercial","All",2001,123565
"new mexico","Commercial","All",2000,122248
"new mexico","Commercial","All",1999,113484
"new mexico","Commercial","All",1998,110318
"new mexico","Commercial","All",1997,106598
"new mexico","Commercial","All",1996,106531
"new mexico","Commercial","All",1995,100118
"new mexico","Commercial","All",1994,98765
"new mexico","Commercial","All",1993,101024
"new mexico","Commercial","All",1992,98562
"new mexico","Commercial","All",1991,95301
"new mexico","Commercial","All",1990,94832
"new mexico","Commercial","All",1989,98535
"new mexico","Commercial","All",1988,95579
"new mexico","Commercial","All",1987,82613
"new mexico","Commercial","All",1986,79638
"new mexico","Commercial","All",1985,75469
"new mexico","Commercial","All",1984,82850
"new mexico","Commercial","All",1983,78447
"new mexico","Commercial","All",1982,68970
"new mexico","Commercial","All",1981,67665
"new mexico","Commercial","All",1980,71818
"new york","Commercial","All",2015,1138818
"new york","Commercial","All",2014,1137020
"new york","Commercial","All",2013,1131476
"new york","Commercial","All",2012,1101473
"new york","Commercial","All",2011,1183022
"new york","Commercial","All",2010,1213566
"new york","Commercial","All",2009,1198781
"new york","Commercial","All",2008,1237819
"new york","Commercial","All",2007,1223804
"new york","Commercial","All",2006,1220208
"new york","Commercial","All",2005,1312472
"new york","Commercial","All",2004,1410460
"new york","Commercial","All",2003,1352531
"new york","Commercial","All",2002,1323665
"new york","Commercial","All",2001,1299516
"new york","Commercial","All",2000,1327620
"new york","Commercial","All",1999,1300499
"new york","Commercial","All",1998,1215733
"new york","Commercial","All",1997,1217505
"new york","Commercial","All",1996,1135444
"new york","Commercial","All",1995,1105231
"new york","Commercial","All",1994,1066478
"new york","Commercial","All",1993,1082516
"new york","Commercial","All",1992,1069831
"new york","Commercial","All",1991,1051130
"new york","Commercial","All",1990,1061017
"new york","Commercial","All",1989,1058697
"new york","Commercial","All",1988,1031032
"new york","Commercial","All",1987,984874
"new york","Commercial","All",1986,987473
"new york","Commercial","All",1985,927415
"new york","Commercial","All",1984,923655
"new york","Commercial","All",1983,840509
"new york","Commercial","All",1982,879863
"new york","Commercial","All",1981,836939
"new york","Commercial","All",1980,896349
"north carolina","Commercial","All",2015,586969
"north carolina","Commercial","All",2014,572376
"north carolina","Commercial","All",2013,556293
"north carolina","Commercial","All",2012,568166
"north carolina","Commercial","All",2011,578429
"north carolina","Commercial","All",2010,611272
"north carolina","Commercial","All",2009,596020
"north carolina","Commercial","All",2008,599762
"north carolina","Commercial","All",2007,589229
"north carolina","Commercial","All",2006,561525
"north carolina","Commercial","All",2005,563279
"north carolina","Commercial","All",2004,554303
"north carolina","Commercial","All",2003,530275
"north carolina","Commercial","All",2002,517720
"north carolina","Commercial","All",2001,505680
"north carolina","Commercial","All",2000,501469
"north carolina","Commercial","All",1999,471285
"north carolina","Commercial","All",1998,456681
"north carolina","Commercial","All",1997,431210
"north carolina","Commercial","All",1996,434650
"north carolina","Commercial","All",1995,410549
"north carolina","Commercial","All",1994,392114
"north carolina","Commercial","All",1993,382128
"north carolina","Commercial","All",1992,362159
"north carolina","Commercial","All",1991,352865
"north carolina","Commercial","All",1990,346348
"north carolina","Commercial","All",1989,339914
"north carolina","Commercial","All",1988,323567
"north carolina","Commercial","All",1987,306483
"north carolina","Commercial","All",1986,286416
"north carolina","Commercial","All",1985,273402
"north carolina","Commercial","All",1984,268726
"north carolina","Commercial","All",1983,241603
"north carolina","Commercial","All",1982,223695
"north carolina","Commercial","All",1981,225052
"north carolina","Commercial","All",1980,217049
"north dakota","Commercial","All",2015,85804
"north dakota","Commercial","All",2014,82728
"north dakota","Commercial","All",2013,85321
"north dakota","Commercial","All",2012,73739
"north dakota","Commercial","All",2011,73119
"north dakota","Commercial","All",2010,66250
"north dakota","Commercial","All",2009,65381
"north dakota","Commercial","All",2008,65791
"north dakota","Commercial","All",2007,62843
"north dakota","Commercial","All",2006,58230
"north dakota","Commercial","All",2005,59338
"north dakota","Commercial","All",2004,58882
"north dakota","Commercial","All",2003,57929
"north dakota","Commercial","All",2002,59651
"north dakota","Commercial","All",2001,55252
"north dakota","Commercial","All",2000,48507
"north dakota","Commercial","All",1999,45480
"north dakota","Commercial","All",1998,45154
"north dakota","Commercial","All",1997,46421
"north dakota","Commercial","All",1996,47114
"north dakota","Commercial","All",1995,43981
"north dakota","Commercial","All",1994,39897
"north dakota","Commercial","All",1993,38351
"north dakota","Commercial","All",1992,37180
"north dakota","Commercial","All",1991,40202
"north dakota","Commercial","All",1990,38514
"north dakota","Commercial","All",1989,35547
"north dakota","Commercial","All",1988,33626
"north dakota","Commercial","All",1987,31364
"north dakota","Commercial","All",1986,34546
