"year","area","code","currency","gdp"
1978,"Arkansas","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"California","GDP_SAS-1","millions of current dollars",262803
1978,"California","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"California","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Colorado","GDP_SAS-1","millions of current dollars",29398
1978,"Colorado","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Colorado","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Connecticut","GDP_SAS-1","millions of current dollars",33231
1978,"Connecticut","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Connecticut","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Delaware","GDP_SAS-1","millions of current dollars",6747
1978,"Delaware","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Delaware","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"District of Columbia","GDP_SAS-1","millions of current dollars",16953
1978,"District of Columbia","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"District of Columbia","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Far West","GDP_SAS-1","millions of current dollars",359432
1978,"Far West","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Far West","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Florida","GDP_SAS-1","millions of current dollars",75681
1978,"Florida","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Florida","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Georgia","GDP_SAS-1","millions of current dollars",46154
1978,"Georgia","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Georgia","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Great Lakes","GDP_SAS-1","millions of current dollars",434164
1978,"Great Lakes","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Great Lakes","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Hawaii","GDP_SAS-1","millions of current dollars",10508
1978,"Hawaii","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Hawaii","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Idaho","GDP_SAS-1","millions of current dollars",8450
1978,"Idaho","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Idaho","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Illinois","GDP_SAS-1","millions of current dollars",128122
1978,"Illinois","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Illinois","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Indiana","GDP_SAS-1","millions of current dollars",53729
1978,"Indiana","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Indiana","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Iowa","GDP_SAS-1","millions of current dollars",30763
1978,"Iowa","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Iowa","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Kansas","GDP_SAS-1","millions of current dollars",22824
1978,"Kansas","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Kansas","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Kentucky","GDP_SAS-1","millions of current dollars",32683
1978,"Kentucky","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Kentucky","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Louisiana","GDP_SAS-1","millions of current dollars",45212
1978,"Louisiana","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Louisiana","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Maine","GDP_SAS-1","millions of current dollars",8449
1978,"Maine","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Maine","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Maryland","GDP_SAS-1","millions of current dollars",39526
1978,"Maryland","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Maryland","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Massachusetts","GDP_SAS-1","millions of current dollars",56883
1978,"Massachusetts","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Massachusetts","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Michigan","GDP_SAS-1","millions of current dollars",99335
1978,"Michigan","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Michigan","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Mideast","GDP_SAS-1","millions of current dollars",446261
1978,"Mideast","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Mideast","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Minnesota","GDP_SAS-1","millions of current dollars",41641
1978,"Minnesota","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Minnesota","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Mississippi","GDP_SAS-1","millions of current dollars",17758
1978,"Mississippi","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Mississippi","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Missouri","GDP_SAS-1","millions of current dollars",46176
1978,"Missouri","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Missouri","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Montana","GDP_SAS-1","millions of current dollars",7443
1978,"Montana","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Montana","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Nebraska","GDP_SAS-1","millions of current dollars",15851
1978,"Nebraska","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Nebraska","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Nevada","GDP_SAS-1","millions of current dollars",8932
1978,"Nevada","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Nevada","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"New England","GDP_SAS-1","millions of current dollars",117869
1978,"New England","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"New England","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"New Hampshire","GDP_SAS-1","millions of current dollars",7389
1978,"New Hampshire","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"New Hampshire","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"New Jersey","GDP_SAS-1","millions of current dollars",72918
1978,"New Jersey","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"New Jersey","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"New Mexico","GDP_SAS-1","millions of current dollars",11536
1978,"New Mexico","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"New Mexico","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"New York","GDP_SAS-1","millions of current dollars",200063
1978,"New York","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"New York","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"North Carolina","GDP_SAS-1","millions of current dollars",49867
1978,"North Carolina","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"North Carolina","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"North Dakota","GDP_SAS-1","millions of current dollars",6417
1978,"North Dakota","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"North Dakota","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Ohio","GDP_SAS-1","millions of current dollars",107554
1978,"Ohio","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Ohio","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Oklahoma","GDP_SAS-1","millions of current dollars",27105
1978,"Oklahoma","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Oklahoma","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Oregon","GDP_SAS-1","millions of current dollars",25391
1978,"Oregon","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Oregon","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Pennsylvania","GDP_SAS-1","millions of current dollars",110054
1978,"Pennsylvania","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Pennsylvania","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Plains","GDP_SAS-1","millions of current dollars",169644
1978,"Plains","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Plains","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Rhode Island","GDP_SAS-1","millions of current dollars",7975
1978,"Rhode Island","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Rhode Island","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Rocky Mountain","GDP_SAS-1","millions of current dollars",63978
1978,"Rocky Mountain","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Rocky Mountain","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"South Carolina","GDP_SAS-1","millions of current dollars",22976
1978,"South Carolina","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"South Carolina","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"South Dakota","GDP_SAS-1","millions of current dollars",5971
1978,"South Dakota","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"South Dakota","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Southeast","GDP_SAS-1","millions of current dollars",440872
1978,"Southeast","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Southeast","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Southwest","GDP_SAS-1","millions of current dollars",211010
1978,"Southwest","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Southwest","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Tennessee","GDP_SAS-1","millions of current dollars",38182
1978,"Tennessee","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Tennessee","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Texas","GDP_SAS-1","millions of current dollars",149091
1978,"Texas","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Texas","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"United States","GDP_SAS-1","millions of current dollars",2243230
1978,"United States","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"United States","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Utah","GDP_SAS-1","millions of current dollars",11998
1978,"Utah","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Utah","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Vermont","GDP_SAS-1","millions of current dollars",3942
1978,"Vermont","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Vermont","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Virginia","GDP_SAS-1","millions of current dollars",48379
1978,"Virginia","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Virginia","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Washington","GDP_SAS-1","millions of current dollars",42668
1978,"Washington","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Washington","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"West Virginia","GDP_SAS-1","millions of current dollars",15957
1978,"West Virginia","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"West Virginia","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Wisconsin","GDP_SAS-1","millions of current dollars",45423
1978,"Wisconsin","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Wisconsin","PCRGDP_SAS-1","chained 1997 dollars",NA
1978,"Wyoming","GDP_SAS-1","millions of current dollars",6689
1978,"Wyoming","RGDP_SAS-1","millions of chained 1997 dollars",NA
1978,"Wyoming","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Alabama","GDP_SAS-1","millions of current dollars",33712
1979,"Alabama","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Alabama","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Alaska","GDP_SAS-1","millions of current dollars",10891
1979,"Alaska","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Alaska","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Arizona","GDP_SAS-1","millions of current dollars",27495
1979,"Arizona","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Arizona","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Arkansas","GDP_SAS-1","millions of current dollars",19099
1979,"Arkansas","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Arkansas","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"California","GDP_SAS-1","millions of current dollars",293491
1979,"California","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"California","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Colorado","GDP_SAS-1","millions of current dollars",33785
1979,"Colorado","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Colorado","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Connecticut","GDP_SAS-1","millions of current dollars",36855
1979,"Connecticut","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Connecticut","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Delaware","GDP_SAS-1","millions of current dollars",7304
1979,"Delaware","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Delaware","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"District of Columbia","GDP_SAS-1","millions of current dollars",18417
1979,"District of Columbia","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"District of Columbia","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Far West","GDP_SAS-1","millions of current dollars",403632
1979,"Far West","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Far West","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Florida","GDP_SAS-1","millions of current dollars",86263
1979,"Florida","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Florida","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Georgia","GDP_SAS-1","millions of current dollars",51550
1979,"Georgia","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Georgia","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Great Lakes","GDP_SAS-1","millions of current dollars",469802
1979,"Great Lakes","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Great Lakes","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Hawaii","GDP_SAS-1","millions of current dollars",11869
1979,"Hawaii","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Hawaii","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Idaho","GDP_SAS-1","millions of current dollars",9286
1979,"Idaho","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Idaho","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Illinois","GDP_SAS-1","millions of current dollars",139253
1979,"Illinois","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Illinois","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Indiana","GDP_SAS-1","millions of current dollars",57917
1979,"Indiana","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Indiana","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Iowa","GDP_SAS-1","millions of current dollars",33496
1979,"Iowa","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Iowa","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Kansas","GDP_SAS-1","millions of current dollars",26300
1979,"Kansas","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Kansas","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Kentucky","GDP_SAS-1","millions of current dollars",35838
1979,"Kentucky","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Kentucky","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Louisiana","GDP_SAS-1","millions of current dollars",51653
1979,"Louisiana","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Louisiana","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Maine","GDP_SAS-1","millions of current dollars",9335
1979,"Maine","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Maine","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Maryland","GDP_SAS-1","millions of current dollars",43628
1979,"Maryland","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Maryland","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Massachusetts","GDP_SAS-1","millions of current dollars",62965
1979,"Massachusetts","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Massachusetts","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Michigan","GDP_SAS-1","millions of current dollars",105413
1979,"Michigan","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Michigan","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Mideast","GDP_SAS-1","millions of current dollars",488651
1979,"Mideast","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Mideast","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Minnesota","GDP_SAS-1","millions of current dollars",46861
1979,"Minnesota","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Minnesota","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Mississippi","GDP_SAS-1","millions of current dollars",20011
1979,"Mississippi","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Mississippi","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Missouri","GDP_SAS-1","millions of current dollars",50601
1979,"Missouri","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Missouri","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Montana","GDP_SAS-1","millions of current dollars",8173
1979,"Montana","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Montana","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Nebraska","GDP_SAS-1","millions of current dollars",17423
1979,"Nebraska","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Nebraska","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Nevada","GDP_SAS-1","millions of current dollars",10295
1979,"Nevada","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Nevada","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"New England","GDP_SAS-1","millions of current dollars",130748
1979,"New England","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"New England","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"New Hampshire","GDP_SAS-1","millions of current dollars",8351
1979,"New Hampshire","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"New Hampshire","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"New Jersey","GDP_SAS-1","millions of current dollars",81051
1979,"New Jersey","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"New Jersey","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"New Mexico","GDP_SAS-1","millions of current dollars",13141
1979,"New Mexico","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"New Mexico","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"New York","GDP_SAS-1","millions of current dollars",217725
1979,"New York","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"New York","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"North Carolina","GDP_SAS-1","millions of current dollars",54515
1979,"North Carolina","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"North Carolina","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"North Dakota","GDP_SAS-1","millions of current dollars",7218
1979,"North Dakota","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"North Dakota","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Ohio","GDP_SAS-1","millions of current dollars",117117
1979,"Ohio","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Ohio","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Oklahoma","GDP_SAS-1","millions of current dollars",31546
1979,"Oklahoma","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Oklahoma","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Oregon","GDP_SAS-1","millions of current dollars",28372
1979,"Oregon","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Oregon","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Pennsylvania","GDP_SAS-1","millions of current dollars",120527
1979,"Pennsylvania","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Pennsylvania","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Plains","GDP_SAS-1","millions of current dollars",188615
1979,"Plains","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Plains","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Rhode Island","GDP_SAS-1","millions of current dollars",8845
1979,"Rhode Island","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Rhode Island","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Rocky Mountain","GDP_SAS-1","millions of current dollars",73014
1979,"Rocky Mountain","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Rocky Mountain","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"South Carolina","GDP_SAS-1","millions of current dollars",25507
1979,"South Carolina","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"South Carolina","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"South Dakota","GDP_SAS-1","millions of current dollars",6716
1979,"South Dakota","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"South Dakota","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Southeast","GDP_SAS-1","millions of current dollars",491163
1979,"Southeast","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Southeast","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Southwest","GDP_SAS-1","millions of current dollars",243790
1979,"Southwest","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Southwest","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Tennessee","GDP_SAS-1","millions of current dollars",42194
1979,"Tennessee","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Tennessee","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Texas","GDP_SAS-1","millions of current dollars",171608
1979,"Texas","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Texas","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"United States","GDP_SAS-1","millions of current dollars",2489416
1979,"United States","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"United States","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Utah","GDP_SAS-1","millions of current dollars",13709
1979,"Utah","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Utah","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Vermont","GDP_SAS-1","millions of current dollars",4399
1979,"Vermont","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Vermont","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Virginia","GDP_SAS-1","millions of current dollars",53398
1979,"Virginia","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Virginia","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Washington","GDP_SAS-1","millions of current dollars",48713
1979,"Washington","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Washington","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"West Virginia","GDP_SAS-1","millions of current dollars",17424
1979,"West Virginia","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"West Virginia","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Wisconsin","GDP_SAS-1","millions of current dollars",50101
1979,"Wisconsin","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Wisconsin","PCRGDP_SAS-1","chained 1997 dollars",NA
1979,"Wyoming","GDP_SAS-1","millions of current dollars",8063
1979,"Wyoming","RGDP_SAS-1","millions of chained 1997 dollars",NA
1979,"Wyoming","PCRGDP_SAS-1","chained 1997 dollars",NA
1980,"Alabama","GDP_SAS-1","millions of current dollars",36142
1980,"Alabama","RGDP_SAS-1","millions of chained 1997 dollars",NA
1980,"Alabama","PCRGDP_SAS-1","chained 1997 dollars",NA
1980,"Alaska","GDP_SAS-1","millions of current dollars",15282
1980,"Alaska","RGDP_SAS-1","millions of chained 1997 dollars",NA
1980,"Alaska","PCRGDP_SAS-1","chained 1997 dollars",NA
1980,"Arizona","GDP_SAS-1","millions of current dollars",30764
1980,"Arizona","RGDP_SAS-1","millions of chained 1997 dollars",NA
1980,"Arizona","PCRGDP_SAS-1","chained 1997 dollars",NA
1980,"Arkansas","GDP_SAS-1","millions of current dollars",20276
1980,"Arkansas","RGDP_SAS-1","millions of chained 1997 dollars",NA
1980,"Arkansas","PCRGDP_SAS-1","chained 1997 dollars",NA
1980,"California","GDP_SAS-1","millions of current dollars",327958
1980,"California","RGDP_SAS-1","millions of chained 1997 dollars",NA
1980,"California","PCRGDP_SAS-1","chained 1997 dollars",NA
1980,"Colorado","GDP_SAS-1","millions of current dollars",38332
1980,"Colorado","RGDP_SAS-1","millions of chained 1997 dollars",NA
1980,"Colorado","PCRGDP_SAS-1","chained 1997 dollars",NA
1980,"Connecticut","GDP_SAS-1","millions of current dollars",40770
1980,"Connecticut","RGDP_SAS-1","millions of chained 1997 dollars",NA
1980,"Connecticut","PCRGDP_SAS-1","chained 1997 dollars",NA
1980,"Delaware","GDP_SAS-1","millions of current dollars",7898
1980,"Delaware","RGDP_SAS-1","millions of chained 1997 dollars",NA
1980,"Delaware","PCRGDP_SAS-1","chained 1997 dollars",NA
1980,"District of Columbia","GDP_SAS-1","millions of current dollars",19862
1980,"District of Columbia","RGDP_SAS-1","millions of chained 1997 dollars",NA
1980,"District of Columbia","PCRGDP_SAS-1","chained 1997 dollars",NA
1980,"Far West","GDP_SAS-1","millions of current dollars",450937
1980,"Far West","RGDP_SAS-1","millions of chained 1997 dollars",NA
1980,"Far West","PCRGDP_SAS-1","chained 1997 dollars",NA
1980,"Florida","GDP_SAS-1","millions of current dollars",97899
1980,"Florida","RGDP_SAS-1","millions of chained 1997 dollars",NA
1980,"Florida","PCRGDP_SAS-1","chained 1997 dollars",NA
1980,"Georgia","GDP_SAS-1","millions of current dollars",56229
1980,"Georgia","RGDP_SAS-1","millions of chained 1997 dollars",NA
1980,"Georgia","PCRGDP_SAS-1","chained 1997 dollars",NA
1980,"Great Lakes","GDP_SAS-1","millions of current dollars",482396
1980,"Great Lakes","RGDP_SAS-1","millions of chained 1997 dollars",NA
1980,"Great Lakes","PCRGDP_SAS-1","chained 1997 dollars",NA
1980,"Hawaii","GDP_SAS-1","millions of current dollars",13380
1980,"Hawaii","RGDP_SAS-1","millions of chained 1997 dollars",NA
1980,"Hawaii","PCRGDP_SAS-1","chained 1997 dollars",NA
1980,"Idaho","GDP_SAS-1","millions of current dollars",9916
1980,"Idaho","RGDP_SAS-1","millions of chained 1997 dollars",NA
1980,"Idaho","PCRGDP_SAS-1","chained 1997 dollars",NA
1980,"Illinois","GDP_SAS-1","millions of current dollars",145264
1980,"Illinois","RGDP_SAS-1","millions of chained 1997 dollars",NA
1980,"Illinois","PCRGDP_SAS-1","chained 1997 dollars",NA
1980,"Indiana","GDP_SAS-1","millions of current dollars",58870
1980,"Indiana","RGDP_SAS-1","millions of chained 1997 dollars",NA
1980,"Indiana","PCRGDP_SAS-1","chained 1997 dollars",NA
1980,"Iowa","GDP_SAS-1","millions of current dollars",34582
1980,"Iowa","RGDP_SAS-1","millions of chained 1997 dollars",NA
1980,"Iowa","PCRGDP_SAS-1","chained 1997 dollars",NA
1980,"Kansas","GDP_SAS-1","millions of current dollars",28298
1980,"Kansas","RGDP_SAS-1","millions of chained 1997 dollars",NA
1980,"Kansas","PCRGDP_SAS-1","chained 1997 dollars",NA
1980,"Kentucky","GDP_SAS-1","millions of current dollars",37017
1980,"Kentucky","RGDP_SAS-1","millions of chained 1997 dollars",NA
1980,"Kentucky","PCRGDP_SAS-1","chained 1997 dollars",NA
1980,"Louisiana","GDP_SAS-1","millions of current dollars",63925
1980,"Louisiana","RGDP_SAS-1","millions of chained 1997 dollars",NA
